code;control_digit;name_de;name_en
42310000;2;Brenner;Furnace burners
42320000;5;Abfallverbrennungsöfen;Waste incinerators
42330000;8;Schmelzöfen;Smelting furnaces
42340000;1;Nicht für den Hausbrand bestimmte Öfen;Non-domestic ovens
42341000;8;Gewerbliche Öfen;Commercial ovens
42350000;4;Krematoriumsöfen;Cremators
42390000;6;Teile für Brenner, Brennöfen oder Öfen;Parts of furnace burners, furnaces or ovens
42400000;0;Hebezeuge und Fördermittel sowie Teile;Lifting and handling equipment and parts
42410000;3;Hebezeuge und Fördermittel;Lifting and handling equipment
42411000;0;Flaschenzüge und Hebezeuge;Pulley tackle and hoists
42412000;7;Bergbaufördermaschinen, Winden für den Untertagebergbau und Spille;Pithead winding gear, winches for underground use, and capstans
42412100;8;Bergbaufördermaschinen und Winden für den Untertagebergbau;Pithead winding gear and winches for use underground
42412110;1;Bergbaufördermaschinen;Pithead winding gear
42412120;4;Winden für den Untertagebergbau;Winches for use underground
42412200;9;Spille;Capstans
42413000;4;Wagenheber und Hebevorrichtungen für Fahrzeuge;Jacks and vehicle hoists
42413100;5;Eingebaute Aufbockvorrichtungen;Built-in jacking systems
42413200;6;Hydraulische Wagenheber;Hydraulic jacks
42413300;7;Pneumatische Wagenheber;Pneumatic jacks
42413400;8;Mechanische Wagenheber;Mechanical jacks
42413500;9;Hebevorrichtungen für Fahrzeuge;Vehicle hoists
42414000;1;Kräne, fahrbare Hubportale und Krankraftkarren;Cranes, mobile lifting frames and works trucks fitted with a crane
42414100;2;Kräne;Cranes
42414110;5;Hafenkräne;Harbour cranes
42414120;8;Kaikräne;Quayside cranes
42414130;1;Stapelkräne;Stacker cranes
42414140;4;Containerkräne;Container cranes
42414150;7;Turmdrehkräne;Tower cranes
42414200;3;Laufkräne;Overhead travelling cranes
42414210;6;Brückenkran;Travelling crane
42414220;9;Rollbrücke;Traversing bridge
42414300;4;Portaldrehkräne;Portal jib cranes
42414310;7;Fahrbare Hubportale;Mobile lifting frames
42414320;0;Bockdrehkräne;Pedestal jib cranes
42414400;5;Auf Fahrzeugen montierte Kräne;Vehicle-mounted cranes
42414410;8;Kräne für den Aufbau auf Lastwagen;Cranes for trucks
42414500;6;Brückenkräne;Bridge cranes
42415000;8;Gabelstapler, Kraftkarren, Bahnhofs-Zugkraftkarren;Forklift trucks, works trucks, railway-station platforms tractors
42415100;9;Hubwagen;Lifting trucks
42415110;2;Gabelstapler;Forklift trucks
42415200;0;Kraftkarren;Works trucks
42415210;3;Kraftkarren mit Fördervorrichtung;Works trucks fitted with handling equipment
42415300;1;Bahnhofs-Zugkraftkarren;Railway-station platforms tractors
42415310;4;Frei lenkbare Förderfahrzeuge;Free-steered vehicles (FSVS)
42415320;7;Ausrüstung für Rettungsfahrzeuge;Equipment for emergency vehicles
42416000;5;Aufzüge, Schrägaufzüge, Hebezeuge, Rolltreppen und Rollsteige;Lifts, skip hoists, hoists, escalators and moving walkways
42416100;6;Aufzüge;Lifts
42416110;9;Hebevorrichtungen für Badewannen;Bath lifts
42416120;2;Lastenaufzüge;Goods lifts
42416130;5;Mechanische Aufzüge;Mechanical lifts
42416200;7;Schrägaufzüge;Skip hoists
42416210;0;Kastenaufzüge;Bin-lifts
42416300;8;Hebezeuge;Hoists
42416400;9;Rolltreppen;Escalators
42416500;0;Rollsteige;Moving walkways
42417000;2;Aufzüge und Fördereinrichtungen;Elevators and conveyors
42417100;3;Pneumatische Aufzüge und Förderer;Pneumatic elevators or conveyors
42417200;4;Fördereinrichtungen;Conveyors
42417210;7;Stetigförderer mit Kübeln;Bucket-type, continuous-action elevators or conveyors
42417220;0;Bandstetigaufzüge oder -stetigförderer;Belt-type continuous-action elevators or conveyors
42417230;3;Panzerförderer für den Bergbau;Armoured-faced conveyors (AFCS) for mining
42417300;5;Fördervorrichtungen;Conveyor equipment
42417310;8;Förderbänder;Conveyor belts
42418000;9;Maschinen zum Heben, Fördern, Be- oder Entladen;Lifting, handling, loading or unloading machinery
42418100;0;Förderwagenschieber und Schiebebühnen für Lokomotiven oder Waggons;Mine-wagon pushers and locomotive or wagon traversers
42418200;1;Einschienenbahnen oder Skilifte;Monorail or ski-lift equipment
42418210;4;Einschienenhängebahnen;Overhead monorail equipment
42418220;7;Sessellifte;Chairlifts
42418290;8;Skilifte;Ski-lift equipment
42418300;2;Fackelentfernungsvorrichtung;Flare tip removal equipment
42418400;3;Karussell-Archivierungs- und Wiederbringungsvorrichtungen;Carousel storage and retrieval machines
42418500;4;Mechanische Förderausrüstung;Mechanical handling equipment
42418900;8;Lade- oder Fördervorrichtungen;Loading or handling machinery
42418910;1;Beladevorrichtungen;Loading equipment
42418920;4;Entladevorrichtungen;Unloading equipment
42418930;7;Seitenstapler;Sideloaders
42418940;0;Vorrichtungen zum Befördern von Containern;Container-handling equipment
42419000;6;Teile für Hebe- und Fördermittel;Parts of lifting and handling equipment
42419100;7;Teile für Kräne;Parts of cranes
42419200;8;Teile für Kraftkarren;Parts of works trucks
42419500;1;Teile für Aufzüge, Schrägaufzüge oder Rolltreppen;Parts of lift, skip hoists or escalators
42419510;4;Teile für Aufzüge;Parts of lifts
42419520;7;Teile für Schrägaufzüge;Parts of skip hoists
42419530;0;Teile für Rolltreppen;Parts of escalators
42419540;3;Teile für Rollsteige;Parts of moving walkways
42419800;4;Teile für Förderer;Parts of conveyors
42419810;7;Teile für Bandförderer;Parts of belt conveyors
42419890;1;Teile für Kübelförderer;Parts of bucket conveyors
42419900;5;Teile für Fördermaschinen und anderen Hebe- oder Fördervorrichtungen;Parts of winding gear and other lifting or handling equipment
42420000;6;Kübel, Schaufeln, Greifer und Zangen für Kräne oder Bagger;Buckets, shovels, grabs and grips for cranes or excavators
42500000;1;Kühl- und Lüftungseinrichtungen;Cooling and ventilation equipment
42510000;4;Wärmeaustauscher, Klimaanlagen und Kältemaschinen sowie Filtriergeräte;Heat-exchange units, air-conditioning and refrigerating equipment, and filtering machinery
42511000;1;Wärmeaustauscher und Maschinen zum Verflüssigen von Luft oder anderen Gasen;Heat-exchange units and machinery for liquefying air or other gases
42511100;2;Wärmeaustauscher;Heat-exchange units
42511110;5;Wärmepumpen;Heat pumps
42511200;3;Maschinen zum Verflüssigen von Luft oder anderen Gasen;Machinery for liquefying air or other gases
42512000;8;Klimaanlagen;Air-conditioning installations
42512100;9;Klimageräte zum Einbau in Fenster;Window air-conditioning machines
42512200;0;Klimageräte zum Einbau in Wände;Wall air-conditioning machines
42512300;1;Heizungs-, Lüftungs- und Klimaanlagen;HVAC packages
42512400;2;Klimaanlagen für Fahrzeuge;Vehicle air conditioners
42512500;3;Teile für Klimageräte;Parts of air-conditioning machines
42512510;6;Luftklappen;Dampers
42512520;9;Lüftungsschlitze mit Jalousieklappen;Louvres
42513000;5;Kühl- und Tiefkühlvorrichtungen;Refrigerating and freezing equipment
42513100;6;Tiefkühlvorrichtungen;Freezing equipment
42513200;7;Kühlvorrichtungen;Refrigerating equipment
42513210;0;Kühlvitrinen;Refrigerated showcases
42513220;3;Kühltheken;Refrigerated counters
42513290;4;Gewerbliche Kühlvorrichtungen;Commercial refrigerating equipment
42514000;2;Maschinen und Geräte zum Filtrieren oder Reinigen von Gasen;Machinery and apparatus for filtering or purifying gases
42514200;4;Elektrostatische Luft- und Gasfilter;Electrostatic air and gas cleaners
42514300;5;Geräte zum Filtrieren;Filtering apparatus
42514310;8;Luftfilter;Air filters
42514320;1;Gasfilter;Gas filters
42515000;9;Fernwärmekessel;District heating boiler
42520000;7;Lüftungsvorrichtungen;Ventilation equipment
42521000;4;Rauchabzugsvorrichtungen;Smoke-extraction equipment
42522000;1;Nicht für den Hausgebrauch bestimmte Ventilatoren;Non-domestic fans
42522100;2;Teile für Ventilatoren;Parts of fans
42530000;0;Teile von Kühl- und Tiefkühlvorrichtungen sowie Wärmepumpen;Parts of refrigerating and freezing equipment and heat pumps
42531000;7;Teile von Kühlvorrichtungen;Parts of refrigerating equipment
42532000;4;Teile von Tiefkühlvorrichtungen;Parts of freezing equipment
42533000;1;Teile von Wärmepumpen;Parts of heat pumps
42600000;2;Werkzeugmaschinen;Machine tools
42610000;5;Lasergesteuerte Werkzeugmaschinen und Bearbeitungszentren;Machine tools operated by laser and machining centres
42611000;2;Werkzeugmaschinen für besondere Zwecke;Special-purpose machine tools
42612000;9;Bearbeitungszentrum;Machining centre
42612100;0;Bearbeitungszentrum mit Horizontalspindel;Horizontal-spindle machining centre
42612200;1;Bearbeitungszentrum mit Vertikalspindel;Vertical-spindle machining centre
42620000;8;Drehmaschinen, Bohr- und Fräswerkzeugmaschinen;Lathes, boring and milling machine tools
42621000;5;Drehmaschinen;Lathes
42621100;6;CNC-Drehmaschine;CNC lathe
42622000;2;Außengewinde- oder Innengewindeschneidmaschinen;Threading or tapping machines
42623000;9;Fräsmaschinen;Milling machines
42630000;1;Werkzeugmaschinen für die Metallbearbeitung;Metal-working machine tools
42631000;8;Werkzeugmaschinen für die Metalloberflächenbehandlung;Machine tools for finishing metals
42632000;5;Numerisch gesteuerte Maschinen für die Metallbearbeitung;Numerically-controlled machines for metal
42633000;2;Biege-, Falz-, Richt- oder Planiermaschinen;Bending, folding, straightening or flattening machines
42634000;9;Schmiedemaschinen;Forging machines
42635000;6;Prägedruckmaschinen;Die-stamping machines
42636000;3;Pressen;Presses
42636100;4;Hydraulische Pressen;Hydraulic presses
42637000;0;Werkzeugmaschinen zum Bohren oder Fräsen von Metallen;Machine tools for drilling, boring or milling metal
42637100;1;Werkzeugmaschinen zum Bohren von Metall;Machine tools for drilling metal
42637200;2;Werkzeugmaschinen zum Ausbohren von Metall;Machine tools for boring metal
42637300;3;Werkzeugmaschinen zum Fräsen von Metall;Machine tools for milling metal
42638000;7;Bearbeitungszentrum zum Bearbeiten von Metallen;Metal-working machining centre
42640000;4;Werkzeugmaschinen für die Bearbeitung von harten Stoffen, außer Metallen;Machine tools for working hard materials except metals
42641000;1;Werkzeugmaschinen für die Bearbeitung von Stein, Keramik, Beton oder Glas;Machine tools for working stone, ceramics, concrete or glass
42641100;2;Werkzeugmaschinen für die Bearbeitung von Stein;Machine tools for working stone
42641200;3;Werkzeugmaschinen für die Bearbeitung von Keramik;Machine tools for working ceramics
42641300;4;Werkzeugmaschinen für die Bearbeitung von Beton;Machine tools for working concrete
42641400;5;Werkzeugmaschinen für die Bearbeitung von Glas;Machine tools for working glass
42642000;8;Werkzeugmaschinen für die Bearbeitung von Holz, Knochen, Kork, Hartkautschuk oder harten Kunststoffen;Machine tools for working wood, bone, cork, hard rubber or hard plastics
42642100;9;Werkzeugmaschinen für die Bearbeitung von Holz;Machine tools for working wood
42642200;0;Werkzeugmaschinen für die Bearbeitung von Knochen;Machine tools for working bone
42642300;1;Werkzeugmaschinen für die Bearbeitung von Kork;Machine tools for working cork
42642400;2;Werkzeugmaschinen für die Bearbeitung von Hartkautschuk;Machine tools for working hard rubber
42642500;3;Werkzeugmaschinen für die Bearbeitung von harten Kunststoffen;Machine tools for working hard plastics
42650000;7;Drucklufthandwerkzeuge oder motorbetriebene Handwerkzeuge;Pneumatic or motorised hand tools
42651000;4;Drucklufthandwerkzeuge;Pneumatic hand tools
42652000;1;Elektromechanische Handwerkzeuge;Hand-held electromechanical tools
42660000;0;Werkzeuge zum Weichlöten, Hartlöten und Schweißen, Maschinen und Geräte zum Oberflächenhärten und Heißspritzen;Soldering, brazing and welding tools, surface tempering and hot-spraying machines and equipment
42661000;7;Weich- und Hartlötvorrichtungen;Soldering and brazing equipment
42661100;8;Weichlötvorrichtungen;Soldering equipment
42661200;9;Hartlötvorrichtungen;Brazing equipment
42662000;4;Schweißvorrichtungen;Welding equipment
42662100;5;Elektroschweißvorrichtungen;Electric welding equipment
42662200;6;Nichtelektrische Schweißvorrichtungen;Non-electric welding equipment
42663000;1;Maschinen zum Oberflächenhärten;Surface tempering machines
42664000;8;Schmelzvorrichtungen;Fusion equipment
42664100;9;Schmelzvorrichtungen für Kunststoffe;Fusion equipment for plastics
42665000;5;Metallspritzmaschinen;Metal-spraying machinery
42670000;3;Teile und Zubehör für Werkzeugmaschinen;Parts and accessories of machine tools
42671000;0;Werkzeughalter;Tool holders
42671100;1;Laborwerkzeugträger;Laboratory tool carriers
42671110;4;Reagenzglashalter für Bäder;Test tube racks for baths
42672000;7;Werkstückhalter für Werkzeugmaschinen;Machine-tool work holders
42673000;4;Besondere Teilvorrichtungen für Werkzeugmaschinen;Machine-tool dividing special attachments
42674000;1;Teile und Zubehör für Werkzeugmaschinen für die Metallbearbeitung;Parts and accessories for metal-working machine tools
42675000;8;Teile und Zubehör für Werkzeugmaschinen für die Bearbeitung von harten Stoffen;Parts and accessories for hard material-working machine tools
42675100;9;Teile für Kettensägen;Parts of chain saws
42676000;5;Teile für Handwerkzeug;Parts of hand tools
42677000;2;Teile für Druckluftwerkzeug;Parts of pneumatic tools
42700000;3;Maschinen für das Textil-, Bekleidungs- und Ledergewerbe;Machinery for textile, apparel and leather production
42710000;6;Maschinen für Textilien;Machinery for textiles
42711000;3;Maschinen für die Verarbeitung von synthetischen Spinnstoffen;Machines for processing man-made textile materials
42712000;0;Spinnmaschinen für Textilfasern;Textile spinning machines
42713000;7;Webmaschinen;Weaving machines
42714000;4;Wirk- und Strickmaschinen;Knitting machines
42715000;1;Nähmaschinen;Sewing machines
42716000;8;Wäschereiwaschmaschinen, Maschinen für die chemische Reinigung und Trockenmaschinen;Laundry washing, dry-cleaning and drying machines
42716100;9;Waschanlagen;Washing installation
42716110;2;Waschvorrichtungen;Washing equipment
42716120;5;Waschmaschinen;Washing machines
42716130;8;Maschinen für die chemische Reinigung;Dry-cleaning machines
42716200;0;Trockenmaschinen;Drying machines
42717000;5;Vorrichtungen zum Bügeln und Falten von Wäsche;Linen ironing and folding equipment
42717100;6;Vorrichtungen zum Falten von Wäsche;Linen folding equipment
42718000;2;Maschinen für die Textilveredelung;Textile-finishing machinery
42718100;3;Bügelmaschinen;Ironing machines
42718200;4;Bügelpressen;Ironing presses
42720000;9;Teile von Maschinen für die Herstellung von Textilstoffen und Bekleidung;Parts of machinery for textile and apparel production
42800000;4;Maschinen für die Herstellung von Papier oder Pappe;Machinery for paper or paperboard production
42810000;7;Teile für Maschinen für die Herstellung von Papier oder Pappe;Parts of machinery for paper or paperboard production
42900000;5;Maschinen für allgemeine und besondere Zwecke;Miscellaneous general and special-purpose machinery
42910000;8;Destillier-, Filtrier- oder Rektifiziergeräte;Distilling, filtering or rectifying apparatus
42912000;2;Maschinen und Geräte zum Filtrieren oder Reinigen von Flüssigkeiten;Liquid filtering or purifying machinery and apparatus
42912100;3;Maschinen und Geräte zum Filtrieren von Flüssigkeiten;Machinery and apparatus for filtering liquids
42912110;6;Geräte zum Filtrieren von Bohrschlamm;Drilling-mud filtering apparatus
42912120;9;Hydrozyklonmaschinen;Hydrocyclone machinery
42912130;2;Geräte zum Filtrieren oder Reinigen von Getränken;Apparatus for filtering or purifying beverages
42912300;5;Maschinen und Geräte zum Filtrieren oder Reinigen von Wasser;Machinery and apparatus for filtering or purifying water
42912310;8;Geräte zum Filtrieren von Wasser;Water filtration apparatus
42912320;1;Entlüftungsgeräte;De-aeration apparatus
42912330;4;Geräte zum Reinigen von Wasser;Water-purifying apparatus
42912340;7;Entsalzungsgeräte;Desalination apparatus
42912350;0;Einrichtungen für Filtrieranlagen;Filtration plant equipment
42913000;9;Öl-, Benzin- und Luftansaugfilter;Oil, petrol and air-intake filters
42913300;2;Ölfilter;Oil filters
42913400;3;Kraftstofffilter;Petrol filters
42913500;4;Luftansaugfilter;Air-intake filters
42914000;6;Recyclingvorrichtungen;Recycling equipment
42920000;1;Maschinen zum Reinigen von Flaschen, Maschinen zum Verpacken und Wiegen sowie Sprühgeräte;Machinery for cleaning bottles, packing and weighing and spraying machinery
42921000;8;Maschinen zum Reinigen, Füllen, Verpacken oder Einpacken von Flaschen oder anderen Behältnissen;Machinery for cleaning, filling, packing or wrapping bottles or other containers
42921100;9;Maschinen zum Reinigen oder Trocknen von Flaschen oder anderen Behältnissen;Machinery for cleaning or drying bottles or other containers
42921200;0;Maschinen zum Füllen oder Verschließen von Flaschen, Dosen oder anderen Behältnissen;Machinery for filling or closing bottles, cans or other containers
42921300;1;Maschinen zum Ver- oder Einpacken;Packing or wrapping machinery
42921310;4;Umreifungsmaschinen;Strapping machines
42921320;7;Verpackungsmaschinen;Packaging machines
42921330;0;Einpackmaschinen;Wrapping machines
42923000;2;Wiegemaschinen und Waagen;Weighing machinery and scales
42923100;3;Wiegemaschinen;Weighing machinery
42923110;6;Wiegeeinrichtungen;Balances
42923200;4;Waagen;Scales
42923210;7;Ladenwaagen;Shop scales
42923220;0;Durchlaufwaagen;Scales for continuous weighing of goods
42923230;3;Abfüllwaagen;Checkweigher scales
42924200;1;Dampf- oder Sandstrahlmaschinen;Steam or sand blasting machines
42924300;2;Sprühausrüstung;Spraying equipment
42924310;5;Spritzpistolen;Spray guns
42924700;6;Mechanische Projektions-, Dispergier- oder Sprühvorrichtungen;Mechanical appliances for projecting, dispersing or spraying
42924710;9;Gasdispergiergeräte;Gas-dispersing apparatus
42924720;2;Dekontaminationseinrichtungen;Decontamination equipment
42924730;5;Druckwasserreinigungsgeräte;Pressurised water cleaning apparatus
42924740;8;Hochdruck-Reinigungsgeräte;High-pressure cleaning apparatus
42924790;3;Geruchsneutralisierungsgeräte;Odour-masking apparatus
42930000;4;Zentrifugen, Kalander oder Verkaufsautomaten;Centrifuges, calendering or vending machines
42931000;1;Zentrifugen;Centrifuges
42931100;2;Laborzentrifugen und Zubehör;Laboratory centrifuges and accessories
42931110;5;Bodenzentrifugen;Floor-model centrifuges
42931120;8;Tischzentrifugen;Tabletop centrifuges
42931130;1;Reduktionsmittel für Zentrifugen;Inserts for centrifuges
42931140;4;Drehende Werkzeuge für Zentrifugen;Rotary equipment for centrifuges
42932000;8;Kalander;Calendering machines
42932100;9;Walzmaschinen;Rolling machines
42933000;5;Verkaufsautomaten;Vending machines
42933100;6;Verkaufsautomaten für Sanitärartikel;Sanitary vending machines
42933200;7;Briefmarkenautomaten;Stamp-vending machines
42933300;8;Warenverkaufsautomaten;Automatic goods-vending machines
42940000;7;Maschinen für die Wärmebehandlung von Stoffen;Machinery for the heat treatment of materials
42941000;4;Maschinen für die Wärmebehandlung von Gas;Machinery for the heat treatment of gas
42942000;1;Öfen und Zubehör;Ovens and accessories
42942200;3;Vakuumöfen;Vacuum ovens
42943000;8;Thermostatische Bäder und Zubehör;Thermostatic baths and accessories
42943100;9;Kühlschlangen;Refrigeration coils
42943200;0;Ultraschallbäder;Ultrasonic baths
42943210;3;Tauchthermostate;Immersion thermostats
42943300;1;Tauchkühler;Immersion coolers
42943400;2;Gekühlte sowie gekühlte/heizende Umwälzanlagen;Refrigerated and refrigerated/heating circulators
42943500;3;Kreislauf-Kühlanlagen;Recirculating coolers
42943600;4;Hochtemperatur-Umwälzanlagen;High-temperature circulators
42943700;5;Heizende Umwälzanlagen;Heating circulators
42943710;8;Badabdeckungen;Bath covers
42950000;0;Teile für Maschinen für allgemeine Zwecke;Parts of general-purpose machinery
42952000;4;Teile für Zentrifugen;Parts of centrifuges
42953000;1;Teile für Kalander;Parts of calendering machines
42954000;8;Teile für Walzmaschinen;Parts of rolling machines
42955000;5;Teile für Filtriermaschinen;Parts of filtering machinery
42956000;2;Teile für Reinigungsgeräte;Parts of purifying machinery
42957000;9;Teile für Spritzmaschinen;Parts of spraying machines
42958000;6;Gewichte für Wiegemaschinen;Weights for weighing machines
42959000;3;Geschirrspülmaschinen, nicht für den Hausgebrauch;Non-domestic dishwashing machines
42960000;3;Steuerungs- und Kontrollsystem, Ausrüstungen für Druck, Grafik, Büroautomation und Datenverarbeitung;Command and control system, printing, graphics, office automation and information-processing equipment
42961000;0;Steuerungs- und Kontrollsystem;Command and control system
42961100;1;Zugangskontrollsystem;Access control system
42961200;2;Scada oder gleichwertiges Radiotelemetriesystem;Scada or equivalent system
42961300;3;Fahrzeugortungssystem;Vehicle location system
42961400;4;Abfertigungssystem;Dispatch system
42962000;7;Druck- und Grafikausrüstung;Printing and graphics equipment
42962100;8;Folienbedruckung;Film printing system
42962200;9;Druckpresse;Printing press
42962300;0;Grafische Arbeitsplätze;Graphics workstations
42962400;1;Hektografen;Hectographs
42962500;2;Graviermaschinen;Engraving machines
42963000;4;Münzprägepresse;Coin press
42964000;1;Büroautomationsausrüstung;Office automation equipment
42965000;8;Datenverarbeitungsausrüstung;Information-processing equipment
42965100;9;Lagerhaus-Verwaltungssystem;Warehouse management system
42965110;2;Lagersystem;Depot system
42967000;2;Reglereinheit;Controller unit
42967100;3;Digitale Fernsteuerungseinheit;Digital remote-control unit
42968000;9;Spender;Dispensers
42968100;0;Getränkeautomaten;Drinks dispensers
42968200;1;Spender im Sanitärbereich;Sanitary dispensing machines
42968300;2;Toilettenpapierrollenspender;Toilet-roll dispenser system
42970000;6;Teile für Geschirrspülmaschinen sowie für Reinigungs-, Füll- oder Verpackungsmaschinen;Parts of dishwashing machines and of machines for cleaning, filling, packing or wrapping
42971000;3;Teile für Geschirrspülmaschinen;Parts of dishwashing machines
42972000;0;Teile für Reinigungsmaschinen;Parts of cleaning machines
42973000;7;Teile für Füllmaschinen;Parts of filling machines
42974000;4;Teile für Verpackungsmaschinen;Parts of packing machines
42975000;1;Teile für Verpackungsanlagen;Parts of wrapping machines
42980000;9;Gaserzeuger;Gas generators
42981000;6;Ozonerzeuger;Ozone generators
42990000;2;Diverse Maschinen und Geräte für besondere Zwecke;Miscellaneous special-purpose machinery
42991000;9;Maschinen für Papier- und Druckwerk, zum Bucheinbinden und Teile dafür;Paper, printing and bookbinding machinery and parts
42991100;0;Buchbindereimaschinen;Bookbinding machinery
42991110;3;Fadenheftmaschinen;Book-sewing machinery
42991200;1;Druckmaschinen;Printing machinery
42991210;4;Offsetdruckmaschinen;Offset printing machinery
42991220;7;Setzmaschinen;Typesetting machinery
42991230;0;Kartendruckmaschinen;Ticket printers
42991300;2;Lichtsatzsystem;Photocomposing system
42991400;3;Trockner für Holz, Papierhalbstoff, Papier oder Pappe;Dryers for wood, paper pulp, paper or paperboard
42991500;4;Teile von Druck- oder Buchbindereimaschinen;Parts of printing or bookbinding machinery
42992000;6;Elektrogeräte für besondere Zwecke;Special-purpose electrical goods
42992100;7;Faradayscher Käfig;Faraday cage
42992200;8;Schalltoter Raum;Anechoic chamber
42992300;9;Elektromagnetische Absorptionsmittel;Electromagnetic absorbent material
42993000;3;Maschinen für die chemische Industrie;Chemical industry machinery
42993100;4;Chlorgasgeräte;Chlorinators
42993200;5;Dosieranlage;Dosing plant
42994000;0;Maschinen für die Verarbeitung von Kautschuk oder Kunststoffen;Machinery for working rubber or plastics
42994100;1;Maschinen für die Herstellung von Fenstern und Rahmen aus Kunststoff;Machines for the production of plastic windows and frames
42994200;2;Maschinen für die Bearbeitung von Kunststoffen;Machinery for working plastics
42994220;8;Laminierungszubehör;Lamination accessories
42994230;1;Laminiergeräte;Laminators
42995000;7;Reinigungsmaschinen;Miscellaneous cleaning machines
42995100;8;Tunnel-Waschstraße;Tunnel washer
42995200;9;Strandreinigungsmaschinen;Beach cleaning machines
42996000;4;Maschinen zur Reinigung von Abwasser;Machinery for the treatment of sewage
42996100;5;Zerkleinerungsmaschinen;Comminutors
42996110;8;Zerkleinerungsmaschinen für die Abwasserbehandlung;Macerators for the treatment of sewage
42996200;6;Schlammpressen;Sewage presses
42996300;7;Abstreicher;Scrapers
42996400;8;Mischmaschinen;Mixer units
42996500;9;Abwasser-Rechenanlagen;Sewage screens
42996600;0;Ausrüstungen für Sauerstoffanreicherung;Oxygenation equipment
42996700;1;Abscheider;Precipitators
42996800;2;Absetzbecken;Sedimentation beds
42996900;3;Schlammbehandlungsanlage;Sludge-processing equipment
42997000;1;Rohrleitungs-Ausrüstung;Pipeline machinery
42997100;2;Maschinen für die Inspektion von Rohrleitungsinnenflächen;Machines for inspecting the internal surface of pipelines
42997200;3;Maschinen für die Reinigung von Rohrleitungsinnenflächen;Machines for cleaning the internal surface of pipelines
42997300;4;Industrieroboter;Industrial robots
42998000;8;Palettenwählsystem;Pallet-picking system
42998100;9;Palettenwiederbringungssystem;Pallet-retrieving system
42999000;5;Staubsauger und Bohnermaschinen, nicht für den Hausgebrauch;Non-domestic vacuum cleaners and floor polishers
42999100;6;Staubsauger, nicht für den Hausgebrauch;Non-domestic vacuum cleaners
42999200;7;Bohnermaschinen, nicht für den Hausgebrauch;Non-domestic floor polishers
42999300;8;Teile für Staubsauger, nicht für den Hausgebrauch;Parts of non-domestic vacuum cleaners
42999400;9;Teile für Bohnermaschinen, nicht für den Hausgebrauch;Parts of non-domestic floor polishers
43000000;3;Maschinen und Geräte für Bergbau und Steinbrecharbeiten, Baumaschinen;Machinery for mining, quarrying, construction equipment
43100000;4;Maschinen und Geräte für den Bergbau;Mining equipment
43120000;0;Schrämmaschinen für Kohle oder Stein und Tunnelvortriebsmaschinen sowie Bohr- oder Tiefbohrmaschinen;Coal or rock cutters and tunnelling machinery, and boring or sinking machinery
43121000;7;Schachtbohrmaschinen;Well-drilling machinery
43121100;8;Geräte für Bohrlochköpfe;Wellhead running tools
43121200;9;Steigleitungsverbindungsgeräte;Riser connector apparatus
43121300;0;Bohrloch-Komplettierungsvorrichtungen;Well-completion equipment
43121400;1;Bohrloch-Eingriffsvorrichtungen;Well-intervention equipment
43121500;2;Bohrlochprüfungsvorrichtungen;Well-testing equipment
43121600;3;Blowout-Preventer (BOP) zur Bohrlochsicherung;Blowout prevention (BOP) apparatus
43122000;4;Schrämmaschinen für Kohle oder Stein;Coal or rock-cutting machinery
43123000;1;Tunnelvortriebsmaschinen;Tunnelling machinery
43124000;8;Bohrgeräte;Boring machinery
43124100;9;Tunnelbohrgeräte für Vortriebsbauweise;Moles
43124900;7;Gesteinsbohrmaschine;Rock-drilling equipment
43125000;5;Tiefbohrgeräte;Sinking machinery
43130000;3;Bohrvorrichtungen;Drilling equipment
43131000;0;Offshore-Förderplattformen;Offshore production platforms
43131100;1;Offshore-Ausrüstung;Offshore equipment
43131200;2;Offshore-Bohreinheit;Offshore drilling unit
43132000;7;Ölbohrvorrichtungen;Oil drilling equipment
43132100;8;Bohrmaschinen;Drilling machinery
43132200;9;Bohrturm;Drilling rig
43132300;0;Bohrer;Drills
43132400;1;Leitungsausrüstung;Line equipment
43132500;2;Rohrleitungshänger;Liner hangers
43133000;4;Ausrüstung für Ölbohrplattformen;Oil platform equipment
43133100;5;Gleitgestelle;Skid units
43133200;6;Auf Gleitgestellen montierte Module;Skid-mounted modules
43134000;1;Maschinen und Geräte für Ölfelder;Oil-field machinery
43134100;2;Tauchpumpen;Submersible pumps
43135000;8;Unterwasserausrüstung;Subsea equipment
43135100;9;Unterwasser-Steuersysteme;Subsea control systems
43136000;5;Bohrlochausrüstung;Downhole equipment
43140000;6;Mobile hydraulische Grubenausbausysteme;Mobile hydraulic-powered mine roof supports
43200000;5;Erdbewegungs- und Erdaushubmaschinen sowie zugehörige Teile;Earthmoving and excavating machinery, and associated parts
43210000;8;Erdbewegungsmaschinen;Earthmoving machinery
43211000;5;Planierraupen;Bulldozers
43212000;2;Planierpflüge;Angle-dozers
43220000;1;Planiermaschinen und Straßenhobel;Graders and levellers
43221000;8;Straßenplanierer;Road graders
43230000;4;Planierbagger;Scraper machines
43240000;7;Erdstampfer;Tamping machines
43250000;0;Frontschaufellader;Front-end shovel loaders
43251000;7;Frontschaufellader mit Baggerlöffel;Front-end shovel loaders with backhoe
43252000;4;Frontschaufellader ohne Baggerlöffel;Front-end shovel loaders without backhoe
